experiment,dataset,source,flip,estimator,bias,bias_sq,file_name
pair_qhyb,data_2,gan,,ipw,0.02151836735642504,0.0004630401336860587,pair_qhyb_results.json
pair_qhyb,data_2,gan,,outcome_regression,-0.02732098424082946,0.0007464361798876517,pair_qhyb_results.json
pair_qhyb,data_2,gan,,tmle,0.046671578016083126,0.0021782361945113338,pair_qhyb_results.json
pair_qhyb,data_3,llm,,aipw,-0.038032122283572944,0.0014464423253926458,pair_qhyb_results.json
pair_qhyb,data_3,llm,,ipw,0.0030047274041619665,9.028386773321909e-06,pair_qhyb_results.json
pair_qhyb,data_3,llm,,outcome_regression,-0.048218213225702466,0.0023249960866793084,pair_qhyb_results.json
pair_qhyb,data_3,llm,,tmle,0.04192581651751148,0.0017577740906600386,pair_qhyb_results.json
pair_qhyb,data_3,gan,,aipw,-0.0838007345891068,0.007022563117673922,pair_qhyb_results.json
pair_qhyb,data_3,gan,,ipw,-0.027397015368433197,0.0007505964510981648,pair_qhyb_results.json
pair_qhyb,data_3,gan,,outcome_regression,-0.10589882159072145,0.011214560414303451,pair_qhyb_results.json
pair_qhyb,data_3,gan,,tmle,0.033036692441338,0.0010914230474635593,pair_qhyb_results.json
pair_qhyb,data_4,llm,,aipw,0.02923321948118124,0.0008545811212349142,pair_qhyb_results.json
pair_qhyb,data_4,llm,,ipw,0.07009430908739733,0.004913212166439592,pair_qhyb_results.json
pair_qhyb,data_4,llm,,outcome_regression,0.012585869223767254,0.00015840410411777176,pair_qhyb_results.json
pair_qhyb,data_4,llm,,tmle,0.11661845806042936,0.013599864760392122,pair_qhyb_results.json
pair_qhyb,data_4,gan,,aipw,-0.003424561993858044,1.1727624849776982e-05,pair_qhyb_results.json
pair_qhyb,data_4,gan,,ipw,0.03681613097298686,0.0013554274998201223,pair_qhyb_results.json
pair_qhyb,data_4,gan,,outcome_regression,-0.026607113232373136,0.0007079384745603257,pair_qhyb_results.json
pair_qhyb,data_4,gan,,tmle,0.10039430842052022,0.010079017163234536,pair_qhyb_results.json
pair_qhyb,data_5,llm,,aipw,-0.05378695310136422,0.002893036323928354,pair_qhyb_results.json
pair_qhyb,data_5,llm,,ipw,-8.436724594801381e-05,7.117832188852653e-09,pair_qhyb_results.json
pair_qhyb,data_5,llm,,outcome_regression,-0.07121919900235368,0.005072174306536856,pair_qhyb_results.json
pair_qhyb,data_5,llm,,tmle,0.043597353028171915,0.0019007291910630509,pair_qhyb_results.json
pair_qhyb,data_5,gan,,aipw,-0.023904268550634378,0.0005714140549408478,pair_qhyb_results.json
pair_qhyb,data_5,gan,,ipw,0.0127004320663619,0.0001613009746722736,pair_qhyb_results.json
pair_qhyb,data_5,gan,,outcome_regression,-0.039811791594946244,0.0015849787499994325,pair_qhyb_results.json
pair_qhyb,data_5,gan,,tmle,0.06392754264030853,0.004086730708028466,pair_qhyb_results.json
self_supervised,data_1,llm,,aipw,-0.32000516497176845,0.10240330560860875,self_supervised_pair_results.json
self_supervised,data_1,llm,,ipw,-0.2602029425253829,0.06770557129886771,self_supervised_pair_results.json
self_supervised,data_1,llm,,outcome_regression,-0.3244348074679621,0.10525794429677364,self_supervised_pair_results.json
self_supervised,data_1,llm,,tmle,-0.2917857140337031,0.08513890291415797,self_supervised_pair_results.json
self_supervised,data_1,gan,,aipw,-0.27208566770000076,0.07403061056775523,self_supervised_pair_results.json
self_supervised,data_1,gan,,ipw,-0.21204720752655581,0.04496401821981023,self_supervised_pair_results.json
self_supervised,data_1,gan,,outcome_regression,-0.28632766461081927,0.0819835315214858,self_supervised_pair_results.json
self_supervised,data_1,gan,,tmle,-0.19541250559176895,0.03818604734165313,self_supervised_pair_results.json
self_supervised,data_2,llm,,aipw,-0.12523371994582644,0.01568348461146969,self_supervised_pair_results.json
self_supervised,data_2,llm,,ipw,-0.07960937769610987,0.0063376530171618765,self_supervised_pair_results.json
self_supervised,data_2,llm,,outcome_regression,-0.13721307057176474,0.01882742673573209,self_supervised_pair_results.json
self_supervised,data_2,llm,,tmle,-0.05867781646889392,0.0034430861455571984,self_supervised_pair_results.json
self_supervised,data_2,gan,,aipw,-0.07229610555887755,0.005226726878980366,self_supervised_pair_results.json
self_supervised,data_2,gan,,ipw,-0.00896047414033857,8.029009681967624e-05,self_supervised_pair_results.json
self_supervised,data_2,gan,,outcome_regression,-0.09375983316169284,0.008790906314508476,self_supervised_pair_results.json
self_supervised,data_2,gan,,tmle,0.03456181411827164,0.0011945189951459607,self_supervised_pair_results.json
self_supervised,data_3,llm,,aipw,-0.15183393635207793,0.02305354422816685,self_supervised_pair_results.json
self_supervised,data_3,llm,,ipw,-0.10759650885367084,0.011577008717498066,self_supervised_pair_results.json
self_supervised,data_3,llm,,outcome_regression,-0.1728189736819762,0.029866397664491586,self_supervised_pair_results.json
self_supervised,data_3,llm,,tmle,-0.0321257842779602,0.001032066015474035,self_supervised_pair_results.json
self_supervised,data_3,gan,,aipw,-0.0811275962286605,0.00658168686984057,self_supervised_pair_results.json
self_supervised,data_3,gan,,ipw,-0.05528358175610626,0.003056274411784085,self_supervised_pair_results.json
self_supervised,data_3,gan,,outcome_regression,-0.09061365048805986,0.00821083365477227,self_supervised_pair_results.json
self_supervised,data_3,gan,,tmle,-0.007058977216058082,4.982915933682711e-05,self_supervised_pair_results.json
self_supervised,data_4,llm,,aipw,-0.1758840952944509,0.030935214977547483,self_supervised_pair_results.json
self_supervised,data_4,llm,,ipw,-0.14294487799710065,0.02043323814560599,self_supervised_pair_results.json
self_supervised,data_4,llm,,outcome_regression,-0.19218606060079416,0.03693548188925212,self_supervised_pair_results.json
self_supervised,data_4,llm,,tmle,-0.08258319638832562,0.006819984325712757,self_supervised_pair_results.json
self_supervised,data_4,gan,,aipw,-0.1723641350346902,0.029709395046256918,self_supervised_pair_results.json
self_supervised,data_4,gan,,ipw,-0.13434706155249,0.018049132947788534,self_supervised_pair_results.json
self_supervised,data_4,gan,,outcome_regression,-0.19615097288149594,0.038475204162357356,self_supervised_pair_results.json
self_supervised,data_4,gan,,tmle,-0.06334859726365544,0.004013044775272813,self_supervised_pair_results.json
self_supervised,data_5,llm,,aipw,-0.09845050080389561,0.009692501108537852,self_supervised_pair_results.json
self_supervised,data_5,llm,,ipw,-0.052419194594192364,0.002747771961903806,self_supervised_pair_results.json
self_supervised,data_5,llm,,outcome_regression,-0.11570068048383514,0.013386647464422509,self_supervised_pair_results.json
self_supervised,data_5,llm,,tmle,-0.005237414892224068,2.7430514753290448e-05,self_supervised_pair_results.json
self_supervised,data_5,gan,,aipw,-0.1494459305229866,0.02233408614988134,self_supervised_pair_results.json
self_supervised,data_5,gan,,ipw,-0.10235487260903392,0.010476519946811562,self_supervised_pair_results.json
self_supervised,data_5,gan,,outcome_regression,-0.16595993974309436,0.027542701599531514,self_supervised_pair_results.json
self_supervised,data_5,gan,,tmle,-0.05692134375073604,0.003240039374389457,self_supervised_pair_results.json
pair_qhyb_flip,data_1,llm,flip_5,aipw,-0.16979259179923792,0.028829524229902637,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,llm,flip_5,ipw,-0.11195985898623717,0.012535010024218113,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,llm,flip_5,outcome_regression,-0.17964909318224778,0.03227379668120395,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,llm,flip_5,tmle,-0.10506705568892799,0.011039086191140296,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,llm,flip_10,aipw,-0.15904357094706922,0.025294857459595442,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,llm,flip_10,ipw,-0.11564496893112852,0.01337375883908168,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,llm,flip_10,outcome_regression,-0.1718633788965335,0.029537021005733435,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,llm,flip_10,tmle,-0.0887710111678805,0.007880292423767964,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,llm,flip_20,aipw,-0.2776189316961378,0.07707227123610484,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,llm,flip_20,ipw,-0.21956092764541446,0.048207000948514926,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,llm,flip_20,outcome_regression,-0.2868633788965335,0.08229059815193615,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,llm,flip_20,tmle,-0.22654995337037323,0.05132488137211828,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,gan,flip_5,aipw,-0.1785881294573196,0.031893719983064346,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,gan,flip_5,ipw,-0.13194000424421737,0.017408164719964096,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,gan,flip_5,outcome_regression,-0.1900776646108193,0.036129518583903106,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,gan,flip_5,tmle,-0.11051028293716753,0.01221252263485282,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,gan,flip_10,aipw,-0.153268026851493,0.023491088054949975,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,gan,flip_10,ipw,-0.10811104142467831,0.01168799727792851,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,gan,flip_10,outcome_regression,-0.16636337889653352,0.027676773837871576,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,gan,flip_10,tmle,-0.08195966934782617,0.006717387399604997,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,gan,flip_20,aipw,-0.2844407879870537,0.08090656187069603,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,gan,flip_20,ipw,-0.2209502360106127,0.04881900679314545,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,gan,flip_20,outcome_regression,-0.29972052175367636,0.08983239116029598,pair_qhyb_flip_results.json
pair_qhyb_flip,data_1,gan,flip_20,tmle,-0.2045945420749539,0.04185892664686008,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,llm,flip_5,aipw,0.00706576640457679,4.992505488404602e-05,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,llm,flip_5,ipw,0.04786122807353743,0.0022906971527071676,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,llm,flip_5,outcome_regression,-0.011529617334354703,0.00013293207587665245,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,llm,flip_5,tmle,0.09362382719948847,0.008765421019479677,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,llm,flip_10,aipw,-0.002243379337801943,5.032750853276684e-06,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,llm,flip_10,ipw,0.04811639661407052,0.0023151876231225373,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,llm,flip_10,outcome_regression,-0.017968466255217974,0.00032286577956490707,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,llm,flip_10,tmle,0.08295744936422111,0.00688193840501731,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,llm,flip_20,aipw,-0.13580514507961144,0.018443037430094313,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,llm,flip_20,ipw,-0.10896326519612609,0.011872993162201303,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,llm,flip_20,outcome_regression,-0.14681738711852738,0.021555345160311528,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,llm,flip_20,tmle,-0.07724620384242159,0.005966976008064948,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,gan,flip_5,aipw,-0.06217703386734247,0.003865983540540652,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,gan,flip_5,ipw,0.004758513996022284,2.264345545033997e-05,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,gan,flip_5,outcome_regression,-0.07868789071564963,0.00619178414527802,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,gan,flip_5,tmle,0.03545321287767034,0.00125693030334941,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,gan,flip_10,aipw,-0.05714919992727113,0.0032660310523272068,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,gan,flip_10,ipw,-0.027157205739922474,0.0007375138236004782,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,gan,flip_10,outcome_regression,-0.06559436553579351,0.004302620790043296,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,gan,flip_10,tmle,-0.0033693249840386352,1.1352350848066949e-05,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,gan,flip_20,aipw,-0.12306589185046451,0.015145213736950228,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,gan,flip_20,ipw,-0.08298536503018444,0.006886570809192959,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,gan,flip_20,outcome_regression,-0.13016271085953457,0.016942331298302797,pair_qhyb_flip_results.json
pair_qhyb_flip,data_2,gan,flip_20,tmle,-0.07305562913448704,0.005337124948235712,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,llm,flip_5,aipw,-0.0690404480974765,0.004766583473500347,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,llm,flip_5,ipw,-0.007744368674030999,5.9975246159312654e-05,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,llm,flip_5,outcome_regression,-0.08209654022190016,0.006739841916406071,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,llm,flip_5,tmle,0.028318562125921043,0.0008019409608796497,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,llm,flip_10,aipw,-0.03550225587008049,0.0012604101718646646,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,llm,flip_10,ipw,0.02594177050182217,0.0006729754567692109,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,llm,flip_10,outcome_regression,-0.057723916647755724,0.0033320505531570506,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,llm,flip_10,tmle,0.08829047715055272,0.007795208355472271,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,llm,flip_20,aipw,-0.17429549323740526,0.030378918962870382,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,llm,flip_20,ipw,-0.1361907037352869,0.01854790778391269,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,llm,flip_20,outcome_regression,-0.18551859345383936,0.03441714851709093,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,llm,flip_20,tmle,-0.0945948925197233,0.008948193690818004,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,gan,flip_5,aipw,-0.05977077774129036,0.003572545871798731,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,gan,flip_5,ipw,-0.003698858405822847,1.3681553506326332e-05,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,gan,flip_5,outcome_regression,-0.0794729660774135,0.006315952337141717,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,gan,flip_5,tmle,0.04797659875874449,0.0023017540284575636,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,gan,flip_10,aipw,-0.061570153765386715,0.003790883834693364,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,gan,flip_10,ipw,-0.02187002361461099,0.00047829793290364234,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,gan,flip_10,outcome_regression,-0.07791403071619674,0.006070596182444449,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,gan,flip_10,tmle,0.031199854305558994,0.0009734309086881081,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,gan,flip_20,aipw,-0.12549204194334407,0.015748252591110026,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,gan,flip_20,ipw,-0.07579045179153143,0.00574419258276445,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,gan,flip_20,outcome_regression,-0.13722962006980893,0.018831968624504106,pair_qhyb_flip_results.json
pair_qhyb_flip,data_3,gan,flip_20,tmle,-0.04522665869300918,0.002045450656533943,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,llm,flip_5,aipw,-0.03886541718471187,0.0015105206529416968,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,llm,flip_5,ipw,-0.0017448389574596934,3.04446298746903e-06,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,llm,flip_5,outcome_regression,-0.060326411477987174,0.0036392759218114227,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,llm,flip_5,tmle,0.06152819827301492,0.0037857191827234365,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,llm,flip_10,aipw,-0.03259002014757245,0.0010621094132191784,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,llm,flip_10,ipw,0.010573235516440849,0.00011179330928612617,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,llm,flip_10,outcome_regression,-0.05783518340781174,0.0033449084398152226,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,llm,flip_10,tmle,0.08287853057373662,0.0068688508300617955,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,llm,flip_20,aipw,-0.08310746691018756,0.006906851056227919,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,llm,flip_20,ipw,-0.043096522007748606,0.00185731020916436,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,llm,flip_20,outcome_regression,-0.09976500796921522,0.009953056815097578,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,llm,flip_20,tmle,0.006779047996933463,4.5955491744727596e-05,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,gan,flip_5,aipw,0.0007468237418681856,5.577457014179983e-07,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,gan,flip_5,ipw,0.036144948964932366,0.0013064573356775654,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,gan,flip_5,outcome_regression,-0.013414130776232769,0.00017993890448187515,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,gan,flip_5,tmle,0.07865280121779833,0.0061862631394064985,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,gan,flip_10,aipw,0.031047738197562902,0.0009639620471844065,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,gan,flip_10,ipw,0.07989742216262108,0.006383598068232094,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,gan,flip_10,outcome_regression,0.012550781504468977,0.00015752211637292058,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,gan,flip_10,tmle,0.12748547037183733,0.016252545155928614,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,gan,flip_20,aipw,-0.06163592010580915,0.0037989866472896887,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,gan,flip_20,ipw,-0.028757407079870956,0.0008269884619574122,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,gan,flip_20,outcome_regression,-0.07871237639026785,0.006195638197003195,pair_qhyb_flip_results.json
pair_qhyb_flip,data_4,gan,flip_20,tmle,0.021933714597893172,0.00048108783606183207,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,llm,flip_5,aipw,-0.020719105351376055,0.0004292813265614199,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,llm,flip_5,ipw,0.020948685421171398,0.0004388474208751991,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,llm,flip_5,outcome_regression,-0.03451549529864989,0.0011913194157111226,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,llm,flip_5,tmle,0.06170284933119358,0.0038072416155879754,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,llm,flip_10,aipw,-0.040746668202282565,0.0016602909695869052,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,llm,flip_10,ipw,0.008433186038920348,7.111862676704108e-05,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,llm,flip_10,outcome_regression,-0.05570068048383503,0.0031025658063622806,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,llm,flip_10,tmle,0.04134288228774918,0.0017092339158586852,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,llm,flip_20,aipw,-0.17542690569375097,0.030774599241284197,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,llm,flip_20,ipw,-0.1319976510473289,0.01742337988201241,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,llm,flip_20,outcome_regression,-0.18433031011346473,0.03397766322652608,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,llm,flip_20,tmle,-0.11491613870054918,0.013205718933843856,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,gan,flip_5,aipw,-0.04053472112374645,0.001643063616579897,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,gan,flip_5,ipw,0.002254792020544072,5.084087055909218e-06,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,gan,flip_5,outcome_regression,-0.05314512492827955,0.0028244043036424406,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,gan,flip_5,tmle,0.038614615330655466,0.0014910885171344921,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,gan,flip_10,aipw,-0.1466862843763278,0.02151686602413291,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,gan,flip_10,ipw,-0.09916414000996249,0.009833526663915442,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,gan,flip_10,outcome_regression,-0.16503401381716842,0.027236225716605337,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,gan,flip_10,tmle,-0.05202002528375921,0.002706083030522947,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,gan,flip_20,aipw,-0.10947439714688034,0.011984643630672883,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,gan,flip_20,ipw,-0.050887301772832016,0.0025895174817192725,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,gan,flip_20,outcome_regression,-0.12918216196531662,0.016688030970033296,pair_qhyb_flip_results.json
pair_qhyb_flip,data_5,gan,flip_20,tmle,-0.006051699499263652,3.6623066829387935e-05,pair_qhyb_flip_results.json
