sample_size,sample_size_key,experiment,dataset,source,flip,estimator,estimate,ate_true,bias,abs_bias,bias_sq,file_name
200,n200,orig,data_1,,,tmle,0.2880328332252474,0.41825623603939066,-0.13022340281414324,0.13022340281414324,0.01695813464049461,orig_estimators_by_n.json
200,n200,orig,data_2,,,aipw,0.3613600820522553,0.41825623603939066,-0.05689615398713538,0.05689615398713538,0.003237172338527821,orig_estimators_by_n.json
200,n200,orig,data_2,,,ipw,0.5273587246065243,0.41825623603939066,0.10910248856713367,0.10910248856713367,0.011903353011541534,orig_estimators_by_n.json
200,n200,orig,data_2,,,outcome_regression,0.35085,0.41825623603939066,-0.06740623603939067,0.06740623603939067,0.004543600656998049,orig_estimators_by_n.json
200,n200,orig,data_2,,,tmle,0.5221852835393547,0.41825623603939066,0.10392904749996401,0.10392904749996401,0.010801246914249775,orig_estimators_by_n.json
200,n200,orig,data_3,,,aipw,0.29562424560892325,0.41825623603939066,-0.12263199043046741,0.12263199043046741,0.01503860507693825,orig_estimators_by_n.json
200,n200,orig,data_3,,,ipw,0.4900351181165281,0.41825623603939066,0.07177888207713745,0.07177888207713745,0.005152207912243604,orig_estimators_by_n.json
200,n200,orig,data_3,,,outcome_regression,0.28805,0.41825623603939066,-0.1302062360393907,0.1302062360393907,0.016953663903545524,orig_estimators_by_n.json
200,n200,orig,data_3,,,tmle,0.46752333336632534,0.41825623603939066,0.04926709732693468,0.04926709732693468,0.0024272468790216546,orig_estimators_by_n.json
200,n200,orig,data_4,,,aipw,0.27214483591951044,0.41825623603939066,-0.14611140011988022,0.14611140011988022,0.021348541244991734,orig_estimators_by_n.json
200,n200,orig,data_4,,,ipw,0.5023470010342256,0.41825623603939066,0.08409076499483492,0.08409076499483492,0.0070712567574165545,orig_estimators_by_n.json
200,n200,orig,data_4,,,outcome_regression,0.2564,0.41825623603939066,-0.16185623603939064,0.16185623603939064,0.026197441144838938,orig_estimators_by_n.json
200,n200,orig,data_4,,,tmle,0.5573104188136743,0.41825623603939066,0.1390541827742836,0.1390541827742836,0.019336065747023873,orig_estimators_by_n.json
200,n200,orig,data_5,,,aipw,0.30517504753118146,0.41825623603939066,-0.1130811885082092,0.1130811885082092,0.012787355194429143,orig_estimators_by_n.json
200,n200,orig,data_5,,,ipw,0.4946366083430561,0.41825623603939066,0.07638037230366546,0.07638037230366546,0.005833961273246545,orig_estimators_by_n.json
200,n200,orig,data_5,,,outcome_regression,0.29905000000000004,0.41825623603939066,-0.11920623603939062,0.11920623603939062,0.014210126710678912,orig_estimators_by_n.json
200,n200,orig,data_5,,,tmle,0.46773468614870156,0.41825623603939066,0.0494784501093109,0.0494784501093109,0.002448117025219568,orig_estimators_by_n.json
500,n500,orig,data_1,,,aipw,0.3548491769739436,0.41825623603939066,-0.06340705906544708,0.06340705906544708,0.004020455139329094,orig_estimators_by_n.json
500,n500,orig,data_1,,,ipw,0.5129753804033088,0.41825623603939066,0.09471914436391815,0.09471914436391815,0.008971716309032767,orig_estimators_by_n.json
500,n500,orig,data_1,,,outcome_regression,0.34402,0.41825623603939066,-0.07423623603939067,0.07423623603939067,0.0055110187412961255,orig_estimators_by_n.json
500,n500,orig,data_1,,,tmle,0.5569041892851613,0.41825623603939066,0.13864795324577062,0.13864795324577062,0.019223254939241395,orig_estimators_by_n.json
500,n500,orig,data_2,,,aipw,0.27440449461444405,0.41825623603939066,-0.1438517414249466,0.1438517414249466,0.0206933235109897,orig_estimators_by_n.json
500,n500,orig,data_2,,,ipw,0.3910360126470927,0.41825623603939066,-0.02722022339229796,0.02722022339229796,0.0007409405615266051,orig_estimators_by_n.json
500,n500,orig,data_2,,,outcome_regression,0.26716,0.41825623603939066,-0.15109623603939065,0.15109623603939065,0.022830072545271255,orig_estimators_by_n.json
500,n500,orig,data_2,,,tmle,0.4434593930198205,0.41825623603939066,0.025203156980429853,0.025203156980429853,0.00063519912178019,orig_estimators_by_n.json
500,n500,orig,data_3,,,aipw,0.14464570431510154,0.41825623603939066,-0.2736105317242891,0.2736105317242891,0.07486272307044822,orig_estimators_by_n.json
500,n500,orig,data_3,,,ipw,0.34616993002513313,0.41825623603939066,-0.07208630601425753,0.07208630601425753,0.005196435514781181,orig_estimators_by_n.json
500,n500,orig,data_3,,,outcome_regression,0.13776,0.41825623603939066,-0.28049623603939067,0.28049623603939067,0.07867813843226557,orig_estimators_by_n.json
500,n500,orig,data_3,,,tmle,0.3558026823288714,0.41825623603939066,-0.06245355371051925,0.06245355371051925,0.0039004463710727126,orig_estimators_by_n.json
500,n500,orig,data_4,,,aipw,0.29091508710472785,0.41825623603939066,-0.1273411489346628,0.1273411489346628,0.016215768211999975,orig_estimators_by_n.json
500,n500,orig,data_4,,,ipw,0.43114852405485254,0.41825623603939066,0.012892288015461884,0.012892288015461884,0.0001662110902736221,orig_estimators_by_n.json
500,n500,orig,data_4,,,outcome_regression,0.28628,0.41825623603939066,-0.13197623603939068,0.13197623603939068,0.017417726879124965,orig_estimators_by_n.json
500,n500,orig,data_4,,,tmle,0.45198584246744006,0.41825623603939066,0.0337296064280494,0.0337296064280494,0.0011376863497911112,orig_estimators_by_n.json
500,n500,orig,data_5,,,aipw,0.25179544209322174,0.41825623603939066,-0.16646079394616892,0.16646079394616892,0.027709195921188905,orig_estimators_by_n.json
500,n500,orig,data_5,,,ipw,0.43690577577244644,0.41825623603939066,0.018649539733055776,0.018649539733055776,0.0003478053322548261,orig_estimators_by_n.json
500,n500,orig,data_5,,,outcome_regression,0.24144,0.41825623603939066,-0.17681623603939067,0.17681623603939067,0.031263981327137515,orig_estimators_by_n.json
500,n500,orig,data_5,,,tmle,0.49376224784669226,0.41825623603939066,0.0755060118073016,0.0755060118073016,0.005701157819044368,orig_estimators_by_n.json
100,n100,pair_qhyb,data_1,llm,,aipw,0.48343573450506844,0.41825623603939066,0.06517949846567778,0.06517949846567778,0.004248367020237291,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_1,llm,,ipw,0.5499181598166816,0.41825623603939066,0.1316619237772909,0.1316619237772909,0.01733486217273716,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_1,llm,,outcome_regression,0.45275362318840584,0.41825623603939066,0.03449738714901518,0.03449738714901518,0.0011900697201090377,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_1,llm,,tmle,0.6146813207426312,0.41825623603939066,0.1964250847032405,0.1964250847032405,0.0385828139006752,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_1,gan,,aipw,0.4556743698069782,0.41825623603939066,0.037418133767587514,0.037418133767587514,0.001400116734649073,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_1,gan,,ipw,0.5301352651552921,0.41825623603939066,0.11187902911590142,0.11187902911590142,0.012516917155916718,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_1,gan,,outcome_regression,0.4221739130434783,0.41825623603939066,0.003917677004087627,0.003917677004087627,1.534819310835701e-05,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_1,gan,,tmle,0.6013050560531518,0.41825623603939066,0.1830488200137611,0.1830488200137611,0.033506870508430306,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_2,llm,,aipw,0.2857832922097696,0.41825623603939066,-0.13247294382962105,0.13247294382962105,0.017549080846885935,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_2,llm,,ipw,0.3374323122330127,0.41825623603939066,-0.08082392380637798,0.08082392380637798,0.006532506659459194,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_2,llm,,outcome_regression,0.25248407643312104,0.41825623603939066,-0.16577215960626962,0.16577215960626962,0.02748040890052653,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_2,llm,,tmle,0.4081304050901834,0.41825623603939066,-0.01012583094920727,0.01012583094920727,0.00010253245241192381,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_2,gan,,aipw,0.3502708518662838,0.41825623603939066,-0.06798538417310684,0.06798538417310684,0.0046220124611649266,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_2,gan,,ipw,0.4145738951115669,0.41825623603939066,-0.0036823409278237684,0.0036823409278237684,1.3559634708726012e-05,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_2,gan,,outcome_regression,0.3246496815286624,0.41825623603939066,-0.09360655451072825,0.09360655451072825,0.008762187047369939,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_2,gan,,tmle,0.4692754198073495,0.41825623603939066,0.05101918376795883,0.05101918376795883,0.002602957112348754,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_3,llm,,aipw,0.29984604521425356,0.41825623603939066,-0.1184101908251371,0.1184101908251371,0.014020973291245381,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_3,llm,,ipw,0.3503892717265502,0.41825623603939066,-0.06786696431284045,0.06786696431284045,0.004605924845040359,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_3,llm,,outcome_regression,0.2787218045112782,0.41825623603939066,-0.13953443152811246,0.13953443152811246,0.019469857581873504,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_3,llm,,tmle,0.41145371407313813,0.41825623603939066,-0.006802521966252528,0.006802521966252528,4.627430510134816e-05,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_3,gan,,aipw,0.2668495197574423,0.41825623603939066,-0.15140671628194835,0.15140671628194835,0.022923993735282405,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_3,gan,,ipw,0.3320742749378919,0.41825623603939066,-0.08618196110149878,0.08618196110149878,0.007427330419300249,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_3,gan,,outcome_regression,0.24676691729323308,0.41825623603939066,-0.17148931874615758,0.17148931874615758,0.029408586444021233,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_3,gan,,tmle,0.3965988176627582,0.41825623603939066,-0.021657418376632487,0.021657418376632487,0.00046904377074049854,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_4,llm,,aipw,0.2967029455679178,0.41825623603939066,-0.12155329047147284,0.12155329047147284,0.01477520242444225,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_4,llm,,ipw,0.3459771052096041,0.41825623603939066,-0.07227913082978654,0.07227913082978654,0.005224272753509399,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_4,llm,,outcome_regression,0.27261904761904754,0.41825623603939066,-0.14563718842034312,0.14563718842034312,0.021210190650982525,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_4,llm,,tmle,0.4067414074140102,0.41825623603939066,-0.011514828625380447,0.011514828625380447,0.00013259127827188095,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_4,gan,,aipw,0.1822202085041186,0.41825623603939066,-0.23603602753527206,0.23603602753527206,0.05571300629463171,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_4,gan,,ipw,0.25241585405540345,0.41825623603939066,-0.1658403819839872,0.1658403819839872,0.027503032296594787,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_4,gan,,outcome_regression,0.15333333333333335,0.41825623603939066,-0.26492290270605734,0.26492290270605734,0.07018414437820313,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_4,gan,,tmle,0.3096635339954332,0.41825623603939066,-0.10859270204395743,0.10859270204395743,0.011792374937207717,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_5,llm,,aipw,0.3314249787479387,0.41825623603939066,-0.08683125729145197,0.08683125729145197,0.007539667242814331,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_5,llm,,ipw,0.38022100122481856,0.41825623603939066,-0.038035234814572105,0.038035234814572105,0.0014466790873996379,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_5,llm,,outcome_regression,0.31484375,0.41825623603939066,-0.10341248603939068,0.10341248603939068,0.010694142268847172,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_5,llm,,tmle,0.43690406623975153,0.41825623603939066,0.01864783020036087,0.01864783020036087,0.000347741571181491,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_5,gan,,aipw,0.4246467670575089,0.41825623603939066,0.006390531018118262,0.006390531018118262,4.0838886693531625e-05,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_5,gan,,ipw,0.4861994325888145,0.41825623603939066,0.06794319654942382,0.06794319654942382,0.0046162779573536376,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_5,gan,,outcome_regression,0.399609375,0.41825623603939066,-0.018646861039390672,0.018646861039390672,0.00034770542662234576,pair_qhyb_results_by_n.json
100,n100,pair_qhyb,data_5,gan,,tmle,0.5466960727253553,0.41825623603939066,0.1284398366859646,0.1284398366859646,0.016496791647917255,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_1,llm,,aipw,0.3331968083868178,0.41825623603939066,-0.08505942765257285,0.08505942765257285,0.0072351062325832745,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_1,llm,,ipw,0.3812484023421011,0.41825623603939066,-0.03700783369728955,0.03700783369728955,0.0013695797549662398,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_1,llm,,outcome_regression,0.31757142857142856,0.41825623603939066,-0.1006848074679621,0.1006848074679621,0.010137430454860596,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_1,llm,,tmle,0.41493304499376726,0.41825623603939066,-0.003323191045623397,0.003323191045623397,1.1043598725711527e-05,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_1,gan,,aipw,0.3191809179600315,0.41825623603939066,-0.09907531807935915,0.09907531807935915,0.009815918652526191,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_1,gan,,ipw,0.3662111207674347,0.41825623603939066,-0.05204511527195599,0.05204511527195599,0.0027086940236711863,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_1,gan,,outcome_regression,0.30625,0.41825623603939066,-0.11200623603939064,0.11200623603939064,0.01254539691171169,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_1,gan,,tmle,0.3930254299380935,0.41825623603939066,-0.025230806101297187,0.025230806101297187,0.0006365935765212554,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_2,llm,,aipw,0.38927276790973564,0.41825623603939066,-0.02898346812965502,0.02898346812965502,0.0008400414248227283,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_2,llm,,ipw,0.4566848366198435,0.41825623603939066,0.03842860058045283,0.03842860058045283,0.0014767573425719797,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_2,llm,,outcome_regression,0.37158273381294965,0.41825623603939066,-0.04667350222644101,0.04667350222644101,0.0021784158100815938,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_2,llm,,tmle,0.48292936902883205,0.41825623603939066,0.06467313298944138,0.06467313298944138,0.004182614130669972,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_2,gan,,aipw,0.40410426295185153,0.41825623603939066,-0.014151973087539127,0.014151973087539127,0.00020027834227043172,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_2,gan,,ipw,0.4444292346251452,0.41825623603939066,0.02617299858575456,0.02617299858575456,0.0006850258549699101,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_2,gan,,outcome_regression,0.39223021582733814,0.41825623603939066,-0.026026020212052525,0.026026020212052525,0.0006773537280781666,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_2,gan,,tmle,0.482040339178093,0.41825623603939066,0.06378410313870236,0.06378410313870236,0.00406841181320862,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_3,llm,,aipw,0.4017873381460013,0.41825623603939066,-0.016468897893389345,0.016468897893389345,0.000271224597822884,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_3,llm,,ipw,0.454548413209294,0.41825623603939066,0.03629217716990335,0.03629217716990335,0.001317122123731654,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_3,llm,,outcome_regression,0.38699619771863114,0.41825623603939066,-0.03126003832075952,0.03126003832075952,0.0009771899958153536,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_3,llm,,tmle,0.5013004535194654,0.41825623603939066,0.08304421748007473,0.08304421748007473,0.00689634205687795,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_3,gan,,aipw,0.3547321038507109,0.41825623603939066,-0.06352413218867975,0.06352413218867975,0.004035315370324859,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_3,gan,,ipw,0.39917237952068596,0.41825623603939066,-0.0190838565187047,0.0190838565187047,0.0003641935796265079,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_3,gan,,outcome_regression,0.33384030418250954,0.41825623603939066,-0.08441593185688112,0.08441593185688112,0.007126049551265597,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_3,gan,,tmle,0.4661838940490736,0.41825623603939066,0.04792765800968296,0.04792765800968296,0.0022970604022931273,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_4,llm,,aipw,0.39910051173065764,0.41825623603939066,-0.019155724308733024,0.019155724308733024,0.0003669417737921853,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_4,llm,,ipw,0.4438052856861483,0.41825623603939066,0.025549049646757638,0.025549049646757638,0.0006527539378524866,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_4,llm,,outcome_regression,0.3749824561403509,0.41825623603939066,-0.043273779899039744,0.043273779899039744,0.0018726200267505362,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_4,llm,,tmle,0.5087722846584446,0.41825623603939066,0.09051604861905393,0.09051604861905393,0.008193155057606935,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_4,gan,,aipw,0.46621514194339797,0.41825623603939066,0.04795890590400731,0.04795890590400731,0.002300056655509427,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_4,gan,,ipw,0.5094111701736099,0.41825623603939066,0.09115493413421927,0.09115493413421927,0.008309222017013854,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_4,gan,,outcome_regression,0.4467719298245614,0.41825623603939066,0.028515693785170715,0.028515693785170715,0.0008131447920496237,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_4,gan,,tmle,0.5565375536653868,0.41825623603939066,0.13828131762599616,0.13828131762599616,0.019121722804381635,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_5,llm,,aipw,0.3824818395544352,0.41825623603939066,-0.03577439648495545,0.03577439648495545,0.0012798074438627929,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_5,llm,,ipw,0.4262843687071876,0.41825623603939066,0.00802813266779695,0.00802813266779695,6.445091413174858e-05,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_5,llm,,outcome_regression,0.36992592592592594,0.41825623603939066,-0.048330310113464725,0.048330310113464725,0.002335818875663671,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_5,llm,,tmle,0.45756076146451125,0.41825623603939066,0.039304525425120584,0.039304525425120584,0.0015448457188939504,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_5,gan,,aipw,0.39554773217961303,0.41825623603939066,-0.02270850385977763,0.02270850385977763,0.0005156761475495355,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_5,gan,,ipw,0.43443858463819524,0.41825623603939066,0.016182348598804575,0.016182348598804575,0.00026186840617323237,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_5,gan,,outcome_regression,0.3844814814814814,0.41825623603939066,-0.03377475455790924,0.03377475455790924,0.0011407340454470108,pair_qhyb_results_by_n.json
200,n200,pair_qhyb,data_5,gan,,tmle,0.46856101634991837,0.41825623603939066,0.05030478031052771,0.05030478031052771,0.0025305709220904563,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_1,llm,,aipw,0.4220316804348653,0.41825623603939066,0.003775444395474614,0.003775444395474614,1.4253980383320676e-05,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_1,llm,,ipw,0.44428697759080465,0.41825623603939066,0.026030741551413994,0.026030741551413994,0.0006775995057165111,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_1,llm,,outcome_regression,0.4113351877607789,0.41825623603939066,-0.0069210482786117855,0.0069210482786117855,4.790090927487516e-05,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_1,llm,,tmle,0.47941934262353647,0.41825623603939066,0.06116310658414581,0.06116310658414581,0.0037409256070235807,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_1,gan,,aipw,0.43101735536020414,0.41825623603939066,0.012761119320813474,0.012761119320813474,0.00016284616632003895,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_1,gan,,ipw,0.4592640708415021,0.41825623603939066,0.041007834802111454,0.041007834802111454,0.0016816425151572633,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_1,gan,,outcome_regression,0.41655076495132126,0.41825623603939066,-0.001705471088069399,0.001705471088069399,2.90863163224062e-06,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_1,gan,,tmle,0.5068437883351327,0.41825623603939066,0.088587552295742,0.088587552295742,0.007847754421750824,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_2,llm,,aipw,0.32397813438104867,0.41825623603939066,-0.094278101658342,0.094278101658342,0.008888360452300667,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_2,llm,,ipw,0.3462091814190934,0.41825623603939066,-0.07204705462029726,0.07204705462029726,0.0051907780794600965,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_2,llm,,outcome_regression,0.3101494565217391,0.41825623603939066,-0.10810677951765157,0.10810677951765157,0.01168707577767813,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_2,llm,,tmle,0.3922848944298968,0.41825623603939066,-0.02597134160949388,0.02597134160949388,0.0006745105849970282,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_2,gan,,aipw,0.33213289940538415,0.41825623603939066,-0.08612333663400651,0.08612333663400651,0.007417229112974408,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_2,gan,,ipw,0.3539872268860315,0.41825623603939066,-0.06426900915335915,0.06426900915335915,0.004130505537554562,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_2,gan,,outcome_regression,0.3235461956521739,0.41825623603939066,-0.09471004038721675,0.09471004038721675,0.008969991750148228,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_2,gan,,tmle,0.38496331125460875,0.41825623603939066,-0.03329292478478191,0.03329292478478191,0.0011084188407251454,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_3,llm,,aipw,0.31864201738944564,0.41825623603939066,-0.09961421864994502,0.09961421864994502,0.009922992557239054,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_3,llm,,ipw,0.3474140342685572,0.41825623603939066,-0.07084220177083345,0.07084220177083345,0.005018617551739477,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_3,llm,,outcome_regression,0.306867627785059,0.41825623603939066,-0.11138860825433167,0.11138860825433167,0.012407422048836965,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_3,llm,,tmle,0.3772501684147557,0.41825623603939066,-0.041006067624634934,0.041006067624634934,0.0016814975820361334,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_3,gan,,aipw,0.31108478231942976,0.41825623603939066,-0.1071714537199609,0.1071714537199609,0.01148572049244972,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_3,gan,,ipw,0.3448312544844082,0.41825623603939066,-0.07342498155498245,0.07342498155498245,0.005391227916349513,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_3,gan,,outcome_regression,0.3008256880733945,0.41825623603939066,-0.11743054796599617,0.11743054796599617,0.013789933595594127,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_3,gan,,tmle,0.3703933091990452,0.41825623603939066,-0.04786292684034549,0.04786292684034549,0.0022908597657242645,pair_qhyb_results_by_n.json
500,n500,pair_qhyb,data_4,llm,,aipw,0.3546446562291411,0.41825623603939066,-0.06361157981024956,0.06361157981024956,0.00404643308595575,pair_qhyb_results_by_n.json
